[2026-02-28T12:49:52Z UTC] Starting PHASE-4 Issues Ledger generation
[2026-02-28T12:49:52Z UTC] Found 3 issues in DB_SNAPSHOT_PROTOCOL.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in DEV_CYCLE_4.0.4.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in DIRECTORY_STRUCTURE_DOCTRINE.md
[2026-02-28T12:49:52Z UTC] Found 102 issues in DIRECTORY_TREE.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in DUAL_CHANNEL_BROADCAST_AUDIT_REPORT_4.0.45.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in DUAL_CHANNEL_BROADCAST_DIRECTIVE_COMPLETE_4.0.45.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in GEMINI.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in GIT_COMMIT_MESSAGE_CLEAN.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in GLOBAL_AGENT_SYNC_4.0.27.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in HEADER_LOOKUP_INDEX_COMPLETE_4_0_34.md
[2026-02-28T12:49:52Z UTC] Found 7 issues in HOW_TO_CONFIRM_ACTOR_IDS.md
[2026-02-28T12:49:52Z UTC] Found 7 issues in HOW_TO_USE_LUPOPEDIA.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in HUMAN_TASKS_CAPTAIN_10000.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in IDENTITY_COLLISION_FIX_4.0.29.md
[2026-02-28T12:49:52Z UTC] Found 14 issues in IDE_AGENT_CONTRIBUTIONS_SUMMARY.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in IDE_AGENT_DETECTION_COMPLETE_4_0_34.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in IMPLEMENTATION_SUMMARY_4.0.45_ANTIGRAVITY_WORKSPACES.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in IMPLEMENTATION_SUMMARY_OFFLINE_GOVERNANCE_4.0.45.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in INSTALL_SQL_AUDIT_TASKS_THREADS_4.0.45.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in INSTALL_SQL_FIXED_READY_4.0.45.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in INSTALL_SQL_TASKS_INTEGRATION_COMPLETE_4.0.45.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in KIRO_ACTOR_VERIFICATION_SESSION_COMPLETE.md
[2026-02-28T12:49:52Z UTC] Found 15 issues in KIRO_COMPLETION_MESSAGE.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in KIRO_DIRECTIVE_COMPLETION_4.0.45.md
[2026-02-28T12:49:52Z UTC] Found 20 issues in KIRO_DIRECTIVE_COMPLETION_4_0_45_TO_4_0_46.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in KIRO_FINAL_VERIFICATION_COMPLETE_4.0.45.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in KIRO_TAKEOVER_REPORT.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in KIRO_THREAD_IDENTITY_AUDIT_4.0.45.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in MINIMAL_SEED_4.0.26_READY.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in OFFLINE_GOVERNANCE_MODEL_4.0.45.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in QUICKSTART.md
[2026-02-28T12:49:52Z UTC] Found 8 issues in README.md
[2026-02-28T12:49:52Z UTC] Found 8 issues in README_OLD.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in READY_FOR_HUMAN_INSTALL_4.0.45.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in REGISTRY_CLEANUP_4.0.27.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in REGISTRY_CONSOLIDATION_COMPLETE_4_0_34.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in REGISTRY_FIX_COMPLETE.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in REGISTRY_FIX_SUMMARY.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in RELEASE_4_0_27_COMPLETE_4_0_28_INITIALIZED.md
[2026-02-28T12:49:52Z UTC] Found 7 issues in RELEASE_4_0_29_FINAL_420_SERIES.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in RELEASE_NOTES_4.0.21.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in RUNTIME_AGENT_RULES.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in SEMANTIC_LAYER_MODEL.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in STRUCTURAL_REALIGNMENT.md
[2026-02-28T12:49:52Z UTC] Found 8 issues in SYSTEM_ALIGNMENT_COMPLETE_4_0_33.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in UPGRADE_PLAN_4.0.45.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in VALIDATION_GATE_REPORT_4.0.45.md
[2026-02-28T12:49:52Z UTC] Found 15 issues in VERSION_4_0_31_FINALIZATION_STATUS.md
[2026-02-28T12:49:52Z UTC] Found 24 issues in VERSION_4_0_32_COMPLETION_REPORT.md
[2026-02-28T12:49:52Z UTC] Found 9 issues in VERSION_4_0_35_KICKOFF_COMPLETE.md
[2026-02-28T12:49:52Z UTC] Found 10 issues in VERSION_4_0_45_CLOSURE_REPORT.md
[2026-02-28T12:49:52Z UTC] Found 8 issues in VERSION_4_0_46_LAUNCH_REPORT.md
[2026-02-28T12:49:52Z UTC] Found 9 issues in VERSION_BUMP_4_0_34_COMPLETE.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in WHO_JSON_IMPLEMENTATION_SUMMARY.md
[2026-02-28T12:49:52Z UTC] Found 15 issues in X_LUPO_FORWARDED_IMPLEMENTATION_SUMMARY.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in actors\0\README.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in actors\10000\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in actors\10000\history\resume.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in actors\10000\reports\channels_admin_implementation_code.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in actors\10000\reports\channels_admin_modernization_completion.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in actors\10000\reports\channels_admin_modernization_next_steps.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in actors\10000\reports\dbdoc_schema_implementation_completion.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in actors\1000\history\resume.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in actors\1007\20260227_channels_admin_next_steps_report.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in actors\1007\channels_admin_next_steps_report.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in actors\1007\profile.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in actors\1\ABOUT.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in actors\420\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in actors\ARCHITECTURE.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in actors\README.md
[2026-02-28T12:49:52Z UTC] Found 8 issues in actors\plans\20260227_actor_directory_expansion_plan.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in agents\0000\README.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in app\Services\Initialization\README.md
[2026-02-28T12:49:52Z UTC] Found 33 issues in audits\patch_implementation_audit_3.0.100.md
[2026-02-28T12:49:52Z UTC] Found 33 issues in audits\patch_implementation_audit_last_80.md
[2026-02-28T12:49:52Z UTC] Found 16 issues in audits\php_implementation_audit_3.0.101.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0001\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0002\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0003\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0004\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0005\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0006\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0007\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0008\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0009\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0010\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0011\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0012\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0013\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0014\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0015\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0016\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0017\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0018\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0019\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0020\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0021\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\agents\0022\README.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in backups\filesystem_migration_20260131_133426\channels\0001\readme.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in backups\filesystem_migration_20260131_133426\channels\0002\PROGRAMMER_CERTIFICATION_CHECKLIST.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\channels\0002\WHY_LUPOPEDIA_USES_PURE_DATA_STORE.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in backups\filesystem_migration_20260131_133426\channels\0002\readme.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in backups\filesystem_migration_20260131_133426\channels\0003\kernel\readme.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in backups\filesystem_migration_20260131_133426\channels\0003\lobby\readme.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in backups\filesystem_migration_20260131_133426\channels\0004\readme.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in backups\filesystem_migration_20260131_133426\channels\0042\crafty_syntax_identity_model.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\channels\5100\identity-layer-architecture.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in backups\filesystem_migration_20260131_133426\channels\5100\readme.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in bin\lupo.php.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channel_summary.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\actors\10000\tasks\assigned\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\actors\1000\tasks\assigned\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\actors\1001\tasks\assigned\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\actors\1\tasks\assigned\README.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120000_10000_1000_0_php_compatibility_doctrine.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120001_10000_1000_0_time_timestamp_standard.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120002_10000_1000_0_soft_delete_doctrine.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120003_10000_1000_0_database_access_standard.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120004_10000_1000_0_oop_enforcement.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in channels\0\broadcasts\20260225120005_10000_1000_0_cross_db_compatibility_law.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120006_10000_1000_0_windows_compatibility_for_unix_commands.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120007_10000_1000_0_forbidden_database_features.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120008_10000_1000_0_explicit_insert_update_rule.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120009_10000_1000_0_id_allocation_authority.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in channels\0\broadcasts\20260225120010_10000_1000_0_channel_scoped_actor_workspaces_now_mandatory.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120011_10000_1000_0_php_5_3_compatibility_doctrine.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120012_10000_1000_0_bigint_utc_timestamps_doctrine.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120013_10000_1000_0_soft_delete_doctrine.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120014_10000_1000_0_pdo_database_factory_doctrine.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in channels\0\broadcasts\20260225120015_10000_1000_0_sql_portability_doctrine.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120016_10000_1000_0_primary_key_allocation_doctrine.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120017_10000_1000_0_windows_wsl_doctrine.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120018_10000_1000_0_system_commands_queue_doctrine.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in channels\0\broadcasts\20260225120019_10000_1000_0_lupopedia_installation_process_doctrine.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120020_10000_1000_0_database_schema_source_of_truth_doctrine.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120021_10000_1000_0_agent_offline_status_antigravity.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120022_10000_1000_0_agent_offline_status_cursor_monthly_limit_reached.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in channels\0\broadcasts\20260225120023_10000_1000_0_no_lupopedia_to_lupopedia_upgrades_in_4_0_x.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120024_10000_1000_0_install_php_creates_all_tables.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120025_10000_1000_0_after_install_import_channels_artifacts.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120026_10000_1000_0_install_new_lupopedia_sql_is_the_source_of_truth.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120027_10000_1000_0_agent_offline_status_zed.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120028_10000_1000_0_agent_offline_status_warp.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120029_10000_1000_0_agent_offline_status_vs_code.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120030_10000_1000_0_active_ide_agents_kiro_and_windsurf_only.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120031_10000_1000_0_vsx_extension_md_only_fallback_capabilities_doctrine.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in channels\0\broadcasts\20260225120032_10000_1000_0_mandatory_minimum_flip_header_requirements.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225120033_10000_1000_0_offline_tasks_roles_system_implementation_complete.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225180000_1000_10000_0_kiro_directive_complete_validation_agents_tasks.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\20260225200000_1000_10000_0_thread_identity_db_schema_complete.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\archive\20260225000000_10001_0_0_php_compatibility.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\broadcasts\archive\20260225000003_10001_0_0_soft_delete.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in channels\0\broadcasts\archive\20260225122400_10000_1000_0_actor_420_preservation_doctrine.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in channels\0\broadcasts\archive\20260225122500_10000_1000_0_flip_v3_retrofit_doctrine.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\roles\auditor.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\roles\communications_lead.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\roles\graph_intelligence_agent.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in channels\0\roles\installer.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\roles\orphan_repair_agent.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\roles\registry_steward.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\roles\system_admin.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in channels\0\tasks\active\20260225170000_task_0_10000_drop_tables_and_run_install.md
[2026-02-28T12:49:52Z UTC] Found 7 issues in channels\0\tasks\active\20260226000000_task_0_10000_primary_install_upgrade_4_0_46.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in channels\0\tasks\active\broadcast_normalization.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in channels\0\tasks\active\db_reset_and_install.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in channels\0\tasks\active\installer_integration.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\tasks\active\registry_lock.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\0\tasks\pending\20260225170100_task_0_19_validate_channel_666_quarantine.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in channels\42\actors\0\help.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\42\actors\1000\README.md
[2026-02-28T12:49:52Z UTC] Found 8 issues in channels\42\actors\1001\20260223_kiro_work_audit_prompt.md
[2026-02-28T12:49:52Z UTC] Found 20 issues in channels\42\actors\1001\20260224_begin_version_4_0_40.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in channels\42\actors\1001\20260224_update_how_to_use_lupopedia.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in channels\42\actors\1001\README.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in channels\42\actors\1003\20260224_flip_v2_vsx_implementation.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\42\actors\1003\20260224_vsx_semantic_headers_upgrade.md
[2026-02-28T12:49:52Z UTC] Found 9 issues in channels\42\actors\1003\20260226_flare_protocol_v410_detailed.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\42\actors\1003\README.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in channels\42\actors\1003\report_dbdoc_threads_messages.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in channels\42\actors\1\help.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in channels\42\actors\2035\help.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\42\broadcasts\20260225130000_10000_1000_42_development_cycle_4_0_43_thread_created_on_channel_42.md
[2026-02-28T12:49:52Z UTC] Found 7 issues in channels\42\broadcasts\20260225130001_10000_1000_42_acknowledgment_of_version_4_0_39_priorities_by_antigravity.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in channels\42\broadcasts\20260225130002_10000_1000_42_completion_of_channel_artifact_directory_structure_enforcement_and_database_import_system.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in channels\42\broadcasts\20260225130003_10000_1000_42_announcement_of_living_registry_upgrade_and_batch_alpha_redo_directive.md
[2026-02-28T12:49:52Z UTC] Found 7 issues in channels\42\broadcasts\20260225130004_10000_1000_42_acknowledgment_of_version_4_0_40_kickoff_and_acceptance_of_responsibilities.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in channels\42\broadcasts\20260225130005_10000_1000_42_confirmation_of_cursor_directive_completion_forwarded_to_kiro.md
[2026-02-28T12:49:52Z UTC] Found 8 issues in channels\42\broadcasts\20260225130006_10000_1000_42_kiro_acknowledgment_of_captain_s_crafty_syntax_priority_directive_for_version_4_0_39.md
[2026-02-28T12:49:52Z UTC] Found 9 issues in channels\42\broadcasts\20260225130007_10000_1000_42_announce_completion_of_phase_1_header_work_for_version_4_0_39.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in channels\42\broadcasts\20260225130008_10000_1000_42_announce_completion_of_v4_1_how_to_use_lupopedia_md.md
[2026-02-28T12:49:52Z UTC] Found 8 issues in channels\42\broadcasts\20260225130009_10000_1000_42_kiro_reply_to_captain_wolfie_confirming_version_4_0_42_initialization_complete.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in channels\42\broadcasts\20260225130010_10000_1000_42_kiro_confirmation_that_p0_batch_headers_comply_with_living_registry_standard.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in channels\42\broadcasts\20260225130011_10000_1000_42_final_completion_announcement_for_p0_p1_crafty_syntax_batch_with_changelog_update.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in channels\42\broadcasts\20260225130012_10000_1000_42_announce_completion_of_lilith_semantic_header_footer_upgrades_for_v4_0_38.md
[2026-02-28T12:49:52Z UTC] Found 16 issues in channels\42\broadcasts\20260225130013_10000_1000_42_final_completion_broadcast_for_version_4_0_39_all_97_crafty_syntax_files_complete.md
[2026-02-28T12:49:52Z UTC] Found 13 issues in channels\42\broadcasts\20260225130014_10000_1000_42_announce_initiation_of_version_4_0_39_header_completion_and_anubis_fallback_system.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in channels\42\broadcasts\20260225130015_10000_1000_42_critical_reminder_additional_files_to_update_during_version_initialization.md
[2026-02-28T12:49:52Z UTC] Found 12 issues in channels\42\broadcasts\20260225130016_10000_1000_42_directive_from_captain_wolfie_regarding_crafty_syntax_header_priority.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in channels\42\broadcasts\20260225130017_10000_1000_42_development_channel_workspace_migration_enforcement.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in channels\42\broadcasts\20260225130018_10000_1000_42_dual_channel_broadcast_audit_completion_report.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in channels\42\broadcasts\20260225130019_10000_1000_42_channel_42_directive_complete_antigravity_actor_workspaces.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in channels\42\broadcasts\20260225130020_10000_1000_42_prompts_folder_reorganization_complete_registry_based_actor_ids.md
