string,string,bigint,bigint,bigint,int,int,string,string,string,string,string,string,string,string
file_path_from_root,file_last_modified_system_version,file_last_modified_utc,file_created_ymdhis,file_updated_ymdhis,channel_id,content_id,registry_key,x_forward,web_canonical,web_aliases,web_slug,web_slug_encoding,web_base_path,web_url_pattern
docs/doctrine/FLIP/FLP_COUNCILS_AS_CHANNELS.md,4.0.16,0,20260217000000,20260218000000,51,5019,docs/doctrine/FLIP/FLP_COUNCILS_AS_CHANNELS.md,ProtonVPN Mexico,/doctrine/FLIP/FLP_COUNCILS_AS_CHANNELS,/docs/FLP_COUNCILS_AS_CHANNELS|/qa/FLP+COUNCILS+AS+CHANNELS,FLP_COUNCILS_AS_CHANNELS,underscore,/doctrine/FLIP,/{base}/{slug}
docs/doctrine/FLIP/FLP_DOCTRINE_BOUNDARIES.md,4.0.16,0,20260217000000,20260218000000,51,5020,docs/doctrine/FLIP/FLP_DOCTRINE_BOUNDARIES.md,ProtonVPN Mexico,/doctrine/FLIP/FLP_DOCTRINE_BOUNDARIES,/docs/FLP_DOCTRINE_BOUNDARIES|/qa/FLP+DOCTRINE+BOUNDARIES,FLP_DOCTRINE_BOUNDARIES,underscore,/doctrine/FLIP,/{base}/{slug}
docs/doctrine/FLIP/FLP_EMOTIONAL_AGGREGATION.md,4.0.16,0,20260217000000,20260218000000,51,5021,docs/doctrine/FLIP/FLP_EMOTIONAL_AGGREGATION.md,ProtonVPN Mexico,/doctrine/FLIP/FLP_EMOTIONAL_AGGREGATION,/docs/FLP_EMOTIONAL_AGGREGATION|/qa/FLP+EMOTIONAL+AGGREGATION,FLP_EMOTIONAL_AGGREGATION,underscore,/doctrine/FLIP,/{base}/{slug}
docs/doctrine/FLIP/FLP_EMOTIONAL_GEOMETRY.md,4.0.16,0,20260217000000,20260218000000,51,5022,docs/doctrine/FLIP/FLP_EMOTIONAL_GEOMETRY.md,ProtonVPN Mexico,/doctrine/FLIP/FLP_EMOTIONAL_GEOMETRY,/docs/FLP_EMOTIONAL_GEOMETRY|/qa/FLP+EMOTIONAL+GEOMETRY,FLP_EMOTIONAL_GEOMETRY,underscore,/doctrine/FLIP,/{base}/{slug}
docs/doctrine/FLIP/FLP_ESCROW_AND_FUND_LAYER.md,4.0.16,0,20260217000000,20260218000000,51,5023,docs/doctrine/FLIP/FLP_ESCROW_AND_FUND_LAYER.md,ProtonVPN Mexico,/doctrine/FLIP/FLP_ESCROW_AND_FUND_LAYER,/docs/FLP_ESCROW_AND_FUND_LAYER|/qa/FLP+ESCROW+AND+FUND+LAYER,FLP_ESCROW_AND_FUND_LAYER,underscore,/doctrine/FLIP,/{base}/{slug}
docs/doctrine/FLIP/FLP_HETERODOX_REVIEWERS.md,4.0.16,0,20260217000000,20260218000000,51,5024,docs/doctrine/FLIP/FLP_HETERODOX_REVIEWERS.md,ProtonVPN Mexico,/doctrine/FLIP/FLP_HETERODOX_REVIEWERS,/docs/FLP_HETERODOX_REVIEWERS|/qa/FLP+HETERODOX+REVIEWERS,FLP_HETERODOX_REVIEWERS,underscore,/doctrine/FLIP,/{base}/{slug}
docs/doctrine/FLIP/FLP_LUPOPEDIA_COUNCIL_SEAT.md,4.0.16,0,20260217000000,20260218000000,51,5025,docs/doctrine/FLIP/FLP_LUPOPEDIA_COUNCIL_SEAT.md,ProtonVPN Mexico,/doctrine/FLIP/FLP_LUPOPEDIA_COUNCIL_SEAT,/docs/FLP_LUPOPEDIA_COUNCIL_SEAT|/qa/FLP+LUPOPEDIA+COUNCIL+SEAT,FLP_LUPOPEDIA_COUNCIL_SEAT,underscore,/doctrine/FLIP,/{base}/{slug}
docs/doctrine/FLIP/FLP_OVERVIEW.md,4.0.16,0,20260217000000,20260218000000,51,5026,docs/doctrine/FLIP/FLP_OVERVIEW.md,ProtonVPN Mexico,/doctrine/FLIP/FLP_OVERVIEW,/docs/FLP_OVERVIEW|/qa/FLP+OVERVIEW,FLP_OVERVIEW,underscore,/doctrine/FLIP,/{base}/{slug}
docs/doctrine/FLIP/NOTE_HEADER_VERSION_AND_MERGE.md,4.0.17,0,20260217000000,20260218000000,51,5027,docs/doctrine/FLIP/NOTE_HEADER_VERSION_AND_MERGE.md,ProtonVPN Mexico,/doctrine/FLIP/NOTE_HEADER_VERSION_AND_MERGE,/docs/NOTE_HEADER_VERSION_AND_MERGE|/qa/NOTE+HEADER+VERSION+AND+MERGE,NOTE_HEADER_VERSION_AND_MERGE,underscore,/doctrine/FLIP,/{base}/{slug}
docs/doctrine/FLIP/README.md,4.0.16,0,20260217000000,20260218000000,51,5028,docs/doctrine/FLIP/README.md,ProtonVPN Mexico,/doctrine/FLIP/README,/docs/README|/qa/README,README,underscore,/doctrine/FLIP,/{base}/{slug}
docs/doctrine/IMPORT_FROM_CRAFTY_TROUBLESHOOTING.md,4.0.16,20260217230000,20260217000000,20260218000000,51,5029,docs/doctrine/IMPORT_FROM_CRAFTY_TROUBLESHOOTING.md,ProtonVPN Mexico,/doctrine/IMPORT_FROM_CRAFTY_TROUBLESHOOTING,/docs/IMPORT_FROM_CRAFTY_TROUBLESHOOTING|/qa/IMPORT+FROM+CRAFTY+TROUBLESHOOTING,IMPORT_FROM_CRAFTY_TROUBLESHOOTING,underscore,/doctrine,/{base}/{slug}
docs/doctrine/ANUBIS/LILITH_ANUBIS_GUIDANCE.md,4.0.16,20260217232500,20260217000000,20260218000000,51,5030,docs/doctrine/ANUBIS/LILITH_ANUBIS_GUIDANCE.md,ProtonVPN Mexico,/doctrine/ANUBIS/LILITH_ANUBIS_GUIDANCE,/docs/LILITH_ANUBIS_GUIDANCE|/qa/LILITH+ANUBIS+GUIDANCE,LILITH_ANUBIS_GUIDANCE,underscore,/doctrine/ANUBIS,/{base}/{slug}
docs/doctrine/ANUBIS/LILITH_ANUBIS_GUIDANCE_FLIP.md,4.0.16,20260217232500,20260217000000,20260218000000,51,5031,docs/doctrine/ANUBIS/LILITH_ANUBIS_GUIDANCE_FLIP.md,ProtonVPN Mexico,/doctrine/ANUBIS/LILITH_ANUBIS_GUIDANCE_FLIP,/docs/LILITH_ANUBIS_GUIDANCE_FLIP|/qa/LILITH+ANUBIS+GUIDANCE+FLIP,LILITH_ANUBIS_GUIDANCE_FLIP,underscore,/doctrine/ANUBIS,/{base}/{slug}
docs/api/FLIP_API.md,4.0.16,20260218000000,20260217000000,20260218000000,42,5033,docs/api/FLIP_API.md,ProtonVPN Mexico,/api/FLIP_API,/docs/FLIP_API|/qa/FLIP+API,FLIP_API,underscore,/api,/{base}/{slug}
docs/doctrine/FLIP/FLP_CHANNEL_0.md,4.0.16,20260218000000,20260217000000,20260218000000,0,5034,channel:0:flip,ProtonVPN Mexico,/doctrine/FLIP/FLP_CHANNEL_0,/docs/FLP_CHANNEL_0|/qa/FLP+CHANNEL+0,FLP_CHANNEL_0,underscore,/doctrine/FLIP,/{base}/{slug}
docs/doctrine/FLIP/FLP_CHANNEL_42.md,4.0.16,20260218000000,20260217000000,20260218000000,42,5035,channel:42:flip,ProtonVPN Mexico,/doctrine/FLIP/FLP_CHANNEL_42,/docs/FLP_CHANNEL_42|/qa/FLP+CHANNEL+42,FLP_CHANNEL_42,underscore,/doctrine/FLIP,/{base}/{slug}
docs/doctrine/FLIP/FLP_CHANNEL_51.md,4.0.16,20260218000000,20260217000000,20260218000000,51,5036,channel:51:flip,ProtonVPN Mexico,/doctrine/FLIP/FLP_CHANNEL_51,/docs/FLP_CHANNEL_51|/qa/FLP+CHANNEL+51,FLP_CHANNEL_51,underscore,/doctrine/FLIP,/{base}/{slug}
docs/doctrine/FLIP/FLP_CHANNEL_666.md,4.0.16,20260218000000,20260217000000,20260218000000,666,5037,channel:666:flip,ProtonVPN Mexico,/doctrine/FLIP/FLP_CHANNEL_666,/docs/FLP_CHANNEL_666|/qa/FLP+CHANNEL+666,FLP_CHANNEL_666,underscore,/doctrine/FLIP,/{base}/{slug}
docs/doctrine/4.0.17_DIAGNOSTICS_AND_COMPATIBILITY.md,4.0.17,20260218000000,20260218000000,20260218000000,51,5038,docs/doctrine/4.0.17_DIAGNOSTICS_AND_COMPATIBILITY.md,ProtonVPN Mexico,/doctrine/4.0.17_DIAGNOSTICS_AND_COMPATIBILITY,/docs/4.0.17_DIAGNOSTICS_AND_COMPATIBILITY|/qa/4.0.17+DIAGNOSTICS+AND+COMPATIBILITY,4.0.17_DIAGNOSTICS_AND_COMPATIBILITY,underscore,/doctrine,/{base}/{slug}
